mal_id,score,scored_by,rank,popularity,members,favorites,snapshot_date
1010,6.62,391133,7594,1397,569722,8797,2026-08-03
1011,6.71,34557,638,1747,201791,3608,2026-08-03
1012,9.5,381956,373,429,422336,18697,2026-08-03
1013,6.45,105486,5216,2028,296557,11978,2026-08-03
1014,7.32,573090,6614,668,729911,20450,2026-08-03
1015,5.51,99396,5917,6652,102498,35528,2026-08-03
1016,6.45,597155,2076,2775,652614,33412,2026-08-03
1017,7.41,197160,3458,10048,456451,25466,2026-08-03
1018,6.62,131203,1878,6645,352521,38724,2026-08-03
1019,8.31,261364,763,11981,331805,4741,2026-08-03
1020,6.93,14928,2366,2409,232645,8086,2026-08-03
1021,7.32,153503,3978,8027,262916,32051,2026-08-03
1022,6.42,62987,1810,4706,304502,9230,2026-08-03
1023,6.89,555817,3676,7363,591050,13177,2026-08-03
1024,7.11,403763,4386,11817,519515,24312,2026-08-03
1025,5.25,21785,4131,4003,55798,36445,2026-08-03
1026,7.02,440614,3070,1778,739383,20086,2026-08-03
1027,4.93,593171,3216,4013,889880,21290,2026-08-03
1028,5.52,80473,719,3359,135575,30620,2026-08-03
1029,7.4,231954,4202,192,345431,38512,2026-08-03
1030,6.36,125048,7799,11289,175074,18168,2026-08-03
1031,7.48,528668,5718,5848,649902,29655,2026-08-03
1032,6.69,165078,3426,3239,288876,8701,2026-08-03
1033,7.47,141549,4909,11252,159059,28309,2026-08-03
1034,5.84,441275,1200,2519,499173,27210,2026-08-03
1035,7.76,546034,2579,9737,838012,34930,2026-08-03
1036,6.75,21500,7617,1492,125401,38112,2026-08-03
1037,7.56,503105,8487,2946,710992,35335,2026-08-03
1038,6.35,551081,8994,2232,833920,11695,2026-08-03
1039,6.69,94224,6917,11812,366781,35840,2026-08-03
1040,6.99,25883,9599,1329,42793,5425,2026-08-03
1041,4.89,27596,1887,8258,107121,19006,2026-08-03
1042,6.13,301634,2880,4735,560132,32870,2026-08-03
1043,5.61,51726,5595,1454,54191,23699,2026-08-03
1044,4.0,388018,6150,11954,414707,2754,2026-08-03
1045,6.55,430608,8616,3028,724298,8252,2026-08-03
1046,6.78,583291,2908,8970,861791,31050,2026-08-03
1047,8.15,67782,1074,2319,278344,26229,2026-08-03
1048,8.14,137350,5073,4127,331422,5394,2026-08-03
1049,5.53,44874,6047,5570,143700,35626,2026-08-03
1050,7.72,431665,1786,6036,579354,15833,2026-08-03
1051,7.34,356941,3913,3353,377623,14174,2026-08-03
1052,7.22,233156,9829,7451,308298,34495,2026-08-03
1053,6.42,96359,5293,3699,201162,2579,2026-08-03
1054,9.11,427477,3420,436,718172,1936,2026-08-03
1055,8.38,396118,4648,9767,572152,7854,2026-08-03
1056,8.13,129656,4789,3701,406411,15171,2026-08-03
1057,7.49,204663,3935,7394,295106,18033,2026-08-03
1058,4.25,45435,8068,6480,238762,28103,2026-08-03
1059,6.21,19341,3329,5920,42444,25607,2026-08-03
1060,5.87,223693,5580,5830,277093,3421,2026-08-03
1061,7.07,150022,661,1898,261572,15876,2026-08-03
1062,8.38,554785,6133,10069,627347,8145,2026-08-03
1063,4.96,386630,4682,9406,683570,11923,2026-08-03
1064,4.44,441675,8556,4843,639738,9524,2026-08-03
1065,5.64,22806,3120,1776,286179,12131,2026-08-03
1066,7.16,24576,1929,7491,318080,27384,2026-08-03
1067,6.71,239691,9870,5928,513317,15998,2026-08-03
1068,7.25,594274,9675,5878,822892,35694,2026-08-03
1069,7.21,361962,9205,7896,576307,27925,2026-08-03
1070,8.62,264668,9628,5092,366352,33369,2026-08-03
1071,6.58,235102,6401,6379,236614,4112,2026-08-03
1072,5.32,27223,4576,1313,53344,19214,2026-08-03
1073,9.3,547655,2354,825,651362,24150,2026-08-03
1074,6.67,471336,2131,9770,545595,9001,2026-08-03
1075,7.44,497671,373,6510,700245,34349,2026-08-03
1076,9.32,329962,1782,7655,518593,35706,2026-08-03
1077,5.75,107094,1846,3586,149300,27659,2026-08-03
1078,7.24,572171,2764,9484,728742,21179,2026-08-03
1079,7.92,289269,4099,1665,439565,26116,2026-08-03
1080,7.14,15194,3169,4278,100854,34051,2026-08-03
1081,7.42,243380,5218,6692,527159,1920,2026-08-03
1082,7.3,502056,6637,8492,535084,9613,2026-08-03
1083,6.56,179743,2609,1413,275350,25789,2026-08-03
1084,6.67,76901,9304,6520,352018,29941,2026-08-03
1085,8.22,166528,9916,11335,234046,15070,2026-08-03
1086,5.25,88595,7232,1502,238265,23402,2026-08-03
1087,6.68,474463,1041,11787,619589,30248,2026-08-03
1088,6.68,136277,626,10540,305110,34884,2026-08-03
1089,6.18,54891,6242,11923,197096,21759,2026-08-03
1090,6.55,359775,6442,7548,557136,38911,2026-08-03
1091,8.15,259104,3641,3188,329885,35804,2026-08-03
1092,6.93,507279,2816,6614,601549,38618,2026-08-03
1093,5.04,529486,5994,421,586170,32098,2026-08-03
1094,7.16,204091,7885,9815,365847,31745,2026-08-03
1095,6.1,282707,6464,5040,303467,5790,2026-08-03
1096,6.66,225385,6984,7330,446315,20805,2026-08-03
1097,5.76,91869,8671,2000,111319,38789,2026-08-03
1098,6.28,539736,2668,2243,816922,21695,2026-08-03
1099,7.42,464181,8073,11569,611739,22153,2026-08-03
1100,7.29,526917,7015,5445,595496,1674,2026-08-03
1101,6.04,391098,3874,2149,512460,7594,2026-08-03
1102,6.65,214505,1645,4652,438685,19884,2026-08-03
1103,7.04,233373,4796,10538,456184,27094,2026-08-03
1104,6.17,73473,8903,1735,350158,8773,2026-08-03
1105,9.41,7928,133,1473,168767,34061,2026-08-03
1106,4.96,424151,2961,5736,697089,31472,2026-08-03
1107,6.42,397815,1479,8372,479951,29735,2026-08-03
1108,7.99,127304,3524,3250,374075,29035,2026-08-03
1109,5.52,163230,1652,6998,461435,21437,2026-08-03
1110,6.32,256899,6847,2002,541100,32063,2026-08-03
1111,7.73,21010,8162,10015,196400,7643,2026-08-03
1112,7.58,491769,8034,11599,769068,21432,2026-08-03
1113,7.08,382503,617,729,591714,17397,2026-08-03
1114,6.29,561477,285,4557,769227,19808,2026-08-03
1115,7.43,70134,2445,10534,253002,37836,2026-08-03
1116,6.42,536721,9447,6809,638830,30818,2026-08-03
1117,8.98,158763,7543,6720,239343,30586,2026-08-03
1118,7.65,136293,2229,11846,232035,22484,2026-08-03
1119,7.53,308374,8785,220,410270,11730,2026-08-03
1120,7.0,586010,9445,10895,793990,21416,2026-08-03
1121,6.93,385041,21,3517,569528,37291,2026-08-03
1122,7.45,444951,5029,2136,634178,13904,2026-08-03
1123,7.4,148187,2654,7854,401816,15136,2026-08-03
1124,6.25,452668,2130,2073,677118,18451,2026-08-03
1125,4.02,299822,5951,6645,317800,32541,2026-08-03
1126,5.25,365438,4117,7858,561457,6984,2026-08-03
1127,7.38,539659,6760,9075,604956,15073,2026-08-03
1128,5.43,542458,9712,500,594538,7099,2026-08-03
1129,6.66,258977,1306,784,288227,18866,2026-08-03
1130,6.73,593083,6979,11525,822198,28156,2026-08-03
1131,6.56,6232,6596,2566,182219,28811,2026-08-03
1132,4.75,498577,6797,6973,509528,6574,2026-08-03
1133,6.48,53534,4134,612,288854,1297,2026-08-03
1134,6.15,69474,9976,8223,236498,2493,2026-08-03
1135,8.3,68781,1971,6793,173938,25059,2026-08-03
1136,6.72,503703,7159,2999,644254,13833,2026-08-03
1137,7.14,146846,7549,8857,161638,11251,2026-08-03
1138,7.31,100196,9365,8405,387324,39034,2026-08-03
1139,5.34,564111,8956,6538,829168,17051,2026-08-03
1140,4.29,599328,8833,2828,831200,4054,2026-08-03
1141,6.59,98748,9760,6607,194030,6006,2026-08-03
1142,6.12,529702,7818,10889,609574,3288,2026-08-03
1143,5.56,444595,9042,10524,504573,16270,2026-08-03
1144,6.63,483096,6909,11502,692845,18559,2026-08-03
1145,5.79,475567,191,2506,744845,36764,2026-08-03
1146,5.65,131632,8760,6556,132811,34921,2026-08-03
1147,7.56,467299,4914,1211,504029,14064,2026-08-03
1148,6.68,224207,4074,718,474301,16689,2026-08-03
1149,6.29,378318,2041,10098,525288,6390,2026-08-03
1150,6.74,595272,7934,1071,814580,33812,2026-08-03
1151,7.06,484653,7256,4438,774615,27122,2026-08-03
1152,8.11,565057,8303,6245,696592,37183,2026-08-03
1153,6.35,116520,7828,5920,182592,16157,2026-08-03
1154,6.64,564442,4073,6731,856547,8252,2026-08-03
1155,6.44,52039,4895,8690,66027,38044,2026-08-03
1156,8.08,584297,5356,7141,813314,17189,2026-08-03
1157,5.35,356928,5226,3617,639742,12611,2026-08-03
1158,8.17,193779,1777,6497,414316,21899,2026-08-03
1159,5.45,183904,7838,11370,264677,31070,2026-08-03
1160,7.24,295077,8472,10477,348461,25454,2026-08-03
1161,6.88,415820,1297,2833,669107,37879,2026-08-03
1162,7.93,276403,1818,2698,363443,3514,2026-08-03
1163,6.76,451475,788,7557,633731,36323,2026-08-03
1164,6.0,244357,773,516,509316,28140,2026-08-03
1165,5.31,206869,7332,4678,248083,35220,2026-08-03
1166,5.99,174938,8830,6218,432464,11132,2026-08-03
1167,5.44,406324,3185,544,536790,25347,2026-08-03
1168,8.11,12889,6494,7218,32639,31085,2026-08-03
1169,4.94,56585,1081,7785,336368,39512,2026-08-03
1170,6.29,479167,6325,10193,743537,37227,2026-08-03
1171,6.45,139797,2254,4159,392109,24706,2026-08-03
1172,7.07,214131,8544,3858,507026,15625,2026-08-03
1173,7.32,165248,9472,9127,463299,13909,2026-08-03
1174,7.07,2715,7111,6217,12249,7521,2026-08-03
1175,7.43,199048,1012,11871,395435,15426,2026-08-03
1176,6.48,577564,9646,5184,651048,6410,2026-08-03
1177,8.7,424415,9640,6213,521034,28684,2026-08-03
1178,4.66,409375,6439,6078,631667,19611,2026-08-03
1179,7.76,105956,7692,688,316054,34271,2026-08-03
1180,5.79,595533,9944,7523,892546,1020,2026-08-03
1181,6.44,382270,5948,7431,399331,5091,2026-08-03
1182,7.26,453078,241,4960,642038,5165,2026-08-03
1183,6.87,535794,4765,11569,701606,5922,2026-08-03
1184,4.9,578711,7140,4363,655551,11611,2026-08-03
1185,6.29,277674,5679,11158,470794,19254,2026-08-03
1186,8.24,132965,9413,296,326467,3272,2026-08-03
1187,6.83,55907,7701,2911,297742,32981,2026-08-03
1188,8.71,192146,1477,2233,277513,27514,2026-08-03
1189,6.12,590280,2917,7600,622213,7167,2026-08-03
1190,5.07,462490,538,7576,491403,4655,2026-08-03
1191,8.82,91331,5362,11455,356666,19214,2026-08-03
1192,6.06,495655,8433,2315,557245,31082,2026-08-03
1193,6.3,270840,6608,3634,446055,12014,2026-08-03
1194,4.55,254209,4473,8941,432101,28545,2026-08-03
1195,6.46,528332,3734,6269,631689,19534,2026-08-03
1196,7.82,53055,1312,5968,260348,26032,2026-08-03
1197,4.5,36166,697,8084,320723,20291,2026-08-03
1198,7.27,99857,7294,11174,110869,25507,2026-08-03
1199,4.22,389468,1363,11184,513050,11618,2026-08-03
1200,7.07,166079,5526,3516,386064,12009,2026-08-03
1201,6.52,296743,3134,2116,320720,30398,2026-08-03
1202,6.8,10695,200,3331,217567,37953,2026-08-03
1203,6.39,48322,1180,8893,314864,19663,2026-08-03
1204,8.21,357506,545,972,435318,26719,2026-08-03
1205,5.9,77767,4306,723,365413,15845,2026-08-03
1206,7.54,322157,8041,7512,519748,24715,2026-08-03
1207,8.8,517689,6409,3009,630108,18744,2026-08-03
1208,8.42,157211,1143,250,272943,2103,2026-08-03
1209,6.24,567794,229,2482,860185,7654,2026-08-03
1210,7.59,479215,9267,3049,655370,5759,2026-08-03
1211,6.2,439937,6063,5796,534879,34132,2026-08-03
1212,7.25,361474,3098,7069,447462,11036,2026-08-03
1213,6.5,513078,1744,1837,516319,32983,2026-08-03
1214,4.0,176114,825,5566,226500,15498,2026-08-03
1215,7.47,533722,5096,876,786166,6299,2026-08-03
1216,6.64,240244,4546,4567,312164,31944,2026-08-03
1217,7.35,442433,168,11029,632125,8302,2026-08-03
1218,6.51,157018,5885,2084,272846,6775,2026-08-03
1219,8.52,98580,6486,3229,318694,199,2026-08-03
1220,5.63,563867,376,10679,682435,10620,2026-08-03
1221,7.67,43362,478,4320,127787,16259,2026-08-03
1222,7.86,15171,6039,6844,278885,25782,2026-08-03
1223,6.37,598532,4968,9523,868043,18814,2026-08-03
1224,6.2,198224,4953,10605,317041,39627,2026-08-03
1225,5.43,123677,6733,10903,171055,9017,2026-08-03
1226,6.55,103350,5098,11653,318030,5556,2026-08-03
1227,4.13,295918,8711,3865,538579,14749,2026-08-03
1228,8.64,555198,4376,6059,818084,30609,2026-08-03
1229,7.79,352300,9246,7737,457826,17760,2026-08-03
1230,7.2,23700,5020,8324,305449,5746,2026-08-03
1231,7.61,416863,222,7426,576243,18109,2026-08-03
1232,7.03,300303,2580,6807,328901,7634,2026-08-03
1233,7.31,594593,1709,11153,811940,1194,2026-08-03
1234,7.21,576150,2563,3427,811314,23783,2026-08-03
1235,6.61,522748,2681,10619,549233,1669,2026-08-03
1236,5.82,340148,1827,4566,554395,4069,2026-08-03
1237,6.28,385838,415,2491,557485,31719,2026-08-03
1238,4.73,204833,9399,11343,268703,8098,2026-08-03
1239,7.29,208599,2526,8489,273364,25619,2026-08-03
1240,7.54,369859,7254,3717,482641,12468,2026-08-03
1241,7.57,236955,8312,5735,305694,2287,2026-08-03
1242,7.13,197042,2596,3276,402037,24987,2026-08-03
1243,6.75,416182,9179,10357,469493,11995,2026-08-03
1244,7.17,275914,2503,2321,345608,10586,2026-08-03
1245,7.93,193576,2999,10125,288233,22130,2026-08-03
1246,7.12,257025,6502,11202,292978,32239,2026-08-03
1247,5.58,320200,1176,3601,385176,25265,2026-08-03
1248,7.07,497028,4536,7802,689589,2961,2026-08-03
1249,8.85,71061,1270,9278,265149,22437,2026-08-03
1250,6.53,222294,3029,987,391611,31281,2026-08-03
1251,5.35,166485,2228,11944,175301,5895,2026-08-03
1252,4.39,423635,596,9280,667253,34299,2026-08-03
1253,7.93,84284,464,7543,182473,22234,2026-08-03
1254,5.86,324266,6263,5388,431704,20245,2026-08-03
1255,4.63,166740,5720,7968,231205,24791,2026-08-03
1256,7.38,589026,7132,8134,833435,26284,2026-08-03
1257,6.99,364941,378,6664,589618,16018,2026-08-03
1258,6.6,592993,1296,1801,817667,37066,2026-08-03
1259,4.0,8843,8668,2640,103819,30331,2026-08-03
1260,8.12,587273,4616,6783,887073,28493,2026-08-03
1261,6.03,322823,1988,6481,458773,37325,2026-08-03
1262,8.45,277108,3679,783,287113,38893,2026-08-03
1263,5.27,559578,4083,2584,834458,6800,2026-08-03
1264,7.99,502694,4704,10327,675043,27063,2026-08-03
1265,5.37,256807,7092,4988,263134,25012,2026-08-03
1266,8.59,112316,6447,5837,184808,34663,2026-08-03
1267,5.45,451643,4278,11565,493999,23635,2026-08-03
1268,9.11,577982,3122,6675,773485,10336,2026-08-03
1269,7.93,278501,4936,3801,492664,29551,2026-08-03
1270,5.99,53057,4687,1056,134268,30537,2026-08-03
1271,6.42,61784,2677,2654,144135,36650,2026-08-03
1272,6.99,161265,5410,6575,284829,37602,2026-08-03
1273,7.36,230620,1110,11342,335045,8061,2026-08-03
1274,7.04,364747,4555,10515,530996,24271,2026-08-03
1275,5.31,583643,3552,4438,720074,8648,2026-08-03
1276,6.17,171844,7199,11833,242261,27114,2026-08-03
1277,6.99,519746,9843,2997,689102,17292,2026-08-03
1278,6.19,530858,658,9584,565459,22504,2026-08-03
1279,6.92,509549,1634,2130,641151,5550,2026-08-03
1280,6.89,580151,811,7942,799217,19103,2026-08-03
1281,7.81,187359,2876,2329,355260,32268,2026-08-03
1282,6.22,151853,5252,11225,212090,17093,2026-08-03
1283,7.5,304478,8229,8497,459842,32718,2026-08-03
1284,7.77,396361,7344,8141,663430,16877,2026-08-03
1285,5.63,281526,2794,2622,379512,23517,2026-08-03
1286,7.02,387304,1169,5286,470967,26913,2026-08-03
1287,6.25,422261,2526,10581,545205,26788,2026-08-03
1288,6.0,28882,1753,3655,318882,35288,2026-08-03
1289,5.49,165162,2833,1250,199838,24396,2026-08-03
1290,4.0,312927,5353,4295,318349,36465,2026-08-03
1291,6.04,407627,8593,7872,501772,16036,2026-08-03
1292,6.89,456991,2309,11713,525782,28591,2026-08-03
1293,6.25,320984,4145,8715,355519,14228,2026-08-03
1294,5.31,161376,8632,1582,375368,10553,2026-08-03
1295,7.07,443259,35,1023,659123,362,2026-08-03
1296,5.03,4535,4003,8675,174232,15407,2026-08-03
1297,8.16,592479,7082,2688,626219,29985,2026-08-03
1298,5.96,214248,5509,10404,327702,7484,2026-08-03
1299,6.11,78498,3697,11746,179045,39906,2026-08-03
1300,6.66,66875,7902,8078,344885,25283,2026-08-03
1301,5.03,564871,1230,10178,839888,8361,2026-08-03
1302,7.93,559643,8151,2920,690115,1100,2026-08-03
1303,6.58,371593,5048,10105,421981,33251,2026-08-03
1304,6.96,143634,6751,6932,156417,38693,2026-08-03
1305,5.01,4534,8160,4177,295594,36654,2026-08-03
1306,5.92,481099,9528,8789,754197,34954,2026-08-03
1307,7.01,304603,8434,6464,471297,659,2026-08-03
1308,4.55,41483,8919,2936,250472,17741,2026-08-03
1309,8.47,583803,675,5405,867721,31628,2026-08-03
1310,4.98,248553,775,11,257191,13959,2026-08-03
1311,9.39,18627,4278,9263,207026,12565,2026-08-03
1312,6.03,170364,3344,7008,388652,24413,2026-08-03
1313,5.69,138415,5619,6914,162098,36620,2026-08-03
1314,6.35,457876,3019,2963,709321,8194,2026-08-03
1315,7.7,271682,8867,4728,534251,21353,2026-08-03
1316,6.82,86310,1666,2724,159231,39065,2026-08-03
1317,6.92,71792,7591,8105,320413,10302,2026-08-03
1318,6.38,190234,5123,1662,351285,26622,2026-08-03
1319,7.68,352809,5055,9819,381190,6088,2026-08-03
1320,6.42,460154,5840,9513,738462,19689,2026-08-03
1321,7.28,350063,3199,2045,472366,34734,2026-08-03
1322,7.42,546981,8765,2869,643516,36501,2026-08-03
1323,8.76,299596,1026,5136,591498,11907,2026-08-03
1324,6.63,537221,6961,11233,564436,31360,2026-08-03
1325,5.55,502967,1070,5086,736065,14721,2026-08-03
1326,7.03,358541,606,1838,387149,3170,2026-08-03
1327,5.97,357414,9740,6711,444253,34224,2026-08-03
1328,8.56,312494,9193,6078,553524,32140,2026-08-03
1329,6.08,54336,9566,7582,149262,35321,2026-08-03
1330,7.78,555323,3377,6971,713215,32538,2026-08-03
1331,6.89,228709,8788,1870,245272,5378,2026-08-03
1332,6.98,175532,5172,2422,231774,36728,2026-08-03
1333,6.65,328789,7614,195,594340,20877,2026-08-03
1334,7.53,559011,5164,5728,625887,7957,2026-08-03
1335,7.2,557418,2016,700,730431,18583,2026-08-03
1336,7.71,557220,7207,1293,818366,14233,2026-08-03
1337,7.23,63785,1481,6009,68514,19139,2026-08-03
1338,5.57,374913,4033,6438,557692,2801,2026-08-03
1339,6.08,442814,4834,2902,642105,34169,2026-08-03
1340,8.0,484760,4352,703,655277,24474,2026-08-03
1341,5.84,514737,6877,3417,627931,27680,2026-08-03
1342,5.38,332886,736,6855,444728,32469,2026-08-03
1343,6.54,530719,5242,5745,813042,7342,2026-08-03
1344,9.5,580148,4440,11811,874723,2311,2026-08-03
1345,7.18,517885,5885,8389,626650,14588,2026-08-03
1346,8.25,13561,3053,8929,73657,8380,2026-08-03
1347,7.78,71614,5835,7377,161945,30276,2026-08-03
1348,6.46,285829,6083,3936,339103,36109,2026-08-03
1349,5.56,291005,6387,4191,577210,37649,2026-08-03
1350,7.87,195034,6869,1634,347874,7080,2026-08-03
1351,5.16,400513,8949,6544,514293,29412,2026-08-03
1352,5.8,410413,6706,8909,628523,38243,2026-08-03
1353,8.48,100932,202,426,361419,30247,2026-08-03
1354,6.18,114959,676,8345,223015,30983,2026-08-03
1355,7.0,293396,2740,8965,508050,4492,2026-08-03
1356,7.64,307875,6510,253,377947,9451,2026-08-03
1357,5.15,18344,2954,6158,161739,1491,2026-08-03
1358,6.36,488736,5652,11339,647078,23543,2026-08-03
1359,6.88,563610,6630,11520,612277,18722,2026-08-03
1360,4.0,10641,4241,388,273889,33510,2026-08-03
1361,7.74,34609,7163,4928,292874,2868,2026-08-03
1362,7.48,292635,7358,641,576924,33051,2026-08-03
1363,4.0,453163,1081,2728,552462,13071,2026-08-03
1364,6.8,22122,4780,11704,32650,26441,2026-08-03
1365,6.73,541730,4131,1952,815932,26630,2026-08-03
1366,7.63,479433,733,6361,759318,593,2026-08-03
1367,7.78,407880,9659,8439,537301,18185,2026-08-03
1368,7.23,89799,4246,5403,257701,32859,2026-08-03
1369,7.04,72236,6765,6736,263562,1974,2026-08-03
1370,5.17,100629,263,2282,132331,35338,2026-08-03
1371,7.43,1683,5680,8206,80954,4599,2026-08-03
1372,6.33,327208,138,4828,411973,5724,2026-08-03
1373,6.25,122339,5364,5669,342844,37002,2026-08-03
1374,7.89,25174,2349,7509,54371,5689,2026-08-03
1375,7.2,448468,4334,8723,485457,24537,2026-08-03
1376,6.35,320799,4913,6273,414967,1658,2026-08-03
1377,4.0,215413,3849,5730,378484,36600,2026-08-03
1378,5.92,192675,6348,5753,400370,26236,2026-08-03
1379,4.94,463968,7653,1320,732688,10472,2026-08-03
1380,6.33,316474,3433,5040,393796,3525,2026-08-03
1381,8.14,265556,2820,282,453349,26202,2026-08-03
1382,6.08,205564,4081,42,493193,28127,2026-08-03
1383,5.47,68419,381,6639,346366,26562,2026-08-03
1384,7.07,389595,3056,4050,553649,1930,2026-08-03
1385,7.39,521297,958,3320,596891,10702,2026-08-03
1386,5.06,52403,217,3439,95441,19527,2026-08-03
1387,5.11,489802,6357,2550,781664,23260,2026-08-03
1388,7.23,382872,5583,3662,388813,22141,2026-08-03
1389,5.92,554656,2255,7668,788251,39249,2026-08-03
1390,4.75,136582,7883,8035,243908,7914,2026-08-03
1391,7.19,111693,245,11039,116349,35991,2026-08-03
1392,6.7,204085,1992,6402,275839,38353,2026-08-03
1393,9.01,495595,5842,1087,507040,28644,2026-08-03
1394,6.02,426821,7870,159,584159,14269,2026-08-03
1395,8.41,222673,2244,4728,282658,35519,2026-08-03
1396,5.02,78717,2415,1654,87827,24146,2026-08-03
1397,7.71,424418,5077,9011,553904,5955,2026-08-03
1398,6.59,514914,5244,7741,780975,16183,2026-08-03
1399,9.5,517111,6097,9221,690872,32630,2026-08-03
1400,7.27,238613,7130,6059,440600,18372,2026-08-03
1401,5.67,483571,5926,6296,591302,17283,2026-08-03
1402,5.53,556325,4944,8246,565685,21264,2026-08-03
1403,9.5,554229,8458,4920,766426,3004,2026-08-03
1404,8.44,217059,6842,11332,395403,9077,2026-08-03
1405,8.89,498765,8471,8575,527089,25790,2026-08-03
1406,6.74,27133,3278,9466,303293,27411,2026-08-03
1407,7.81,337794,9755,7592,554535,32765,2026-08-03
1408,6.73,553066,3442,6594,690208,8545,2026-08-03
1409,6.55,154876,6079,10671,408659,32128,2026-08-03
1410,7.59,303486,6141,2880,445102,6797,2026-08-03
1411,6.09,31525,4361,3021,126992,26061,2026-08-03
1412,7.61,20765,645,5611,135030,716,2026-08-03
1413,5.91,266634,7219,2620,414257,36919,2026-08-03
1414,7.88,341388,9012,5326,478760,7135,2026-08-03
1415,7.02,189434,3641,5703,474030,3139,2026-08-03
1416,5.28,180483,3366,9636,419309,32073,2026-08-03
1417,7.27,573160,8113,5954,802146,27062,2026-08-03
1418,6.69,180600,4904,3903,205957,2144,2026-08-03
1419,6.3,164997,108,2749,348709,16045,2026-08-03
1420,5.15,119536,548,3704,239152,26540,2026-08-03
1421,9.26,309350,119,8805,439476,1756,2026-08-03
1422,7.56,466414,9850,10073,642180,8785,2026-08-03
1423,8.03,504993,2623,1075,747053,985,2026-08-03
1424,5.05,103039,3754,1637,173475,31573,2026-08-03
1425,9.49,533906,417,10172,743909,27910,2026-08-03
1426,6.73,282126,2724,11554,448489,6949,2026-08-03
1427,5.44,99157,9534,10484,242189,6895,2026-08-03
1428,6.21,489280,2513,1531,556785,32890,2026-08-03
1429,6.95,189592,680,7069,194484,32300,2026-08-03
1430,5.61,372000,5576,7656,422951,35589,2026-08-03
1431,6.05,377229,7164,11643,654681,31324,2026-08-03
1432,7.83,176956,6116,1314,367964,38388,2026-08-03
1433,7.83,559688,4914,7328,656816,11288,2026-08-03
1434,7.2,170920,9395,2868,300729,38939,2026-08-03
1435,6.26,430321,9515,5920,640250,28210,2026-08-03
1436,7.59,79008,6075,3290,106171,35317,2026-08-03
1437,6.89,233486,349,8666,434932,9418,2026-08-03
1438,8.08,438789,4611,3579,468568,34463,2026-08-03
1439,7.87,182390,6974,10798,288187,9618,2026-08-03
1440,7.99,272055,3278,11722,421488,6507,2026-08-03
1441,7.84,206678,6363,8575,448728,23734,2026-08-03
1442,6.25,47688,5371,5574,194148,6569,2026-08-03
1443,6.38,198456,2764,4703,289861,36733,2026-08-03
1444,6.66,352025,4187,7351,455979,37383,2026-08-03
1445,7.96,397386,7662,2834,470116,12976,2026-08-03
1446,6.15,354096,1498,6404,519173,18263,2026-08-03
1447,6.35,231579,7002,818,482641,19980,2026-08-03
1448,4.41,275147,6147,1350,420749,35545,2026-08-03
1449,6.72,407032,4865,11371,530631,5720,2026-08-03
1450,7.86,12131,7446,10647,284200,36847,2026-08-03
1451,8.64,38778,9702,8343,159259,16108,2026-08-03
1452,7.31,126583,6723,7789,414889,37669,2026-08-03
1453,5.67,532197,9795,765,759116,25386,2026-08-03
1454,5.28,528683,5287,359,782168,19846,2026-08-03
1455,6.66,588787,7255,488,811344,26691,2026-08-03
1456,6.92,16050,1313,11025,265859,37145,2026-08-03
1457,5.36,339041,100,8748,447034,27724,2026-08-03
1458,7.26,562077,4956,11258,685979,39430,2026-08-03
1459,8.43,399358,7196,3111,494537,140,2026-08-03
1460,7.44,79504,8225,92,324774,25330,2026-08-03
1461,5.23,54821,2326,10716,109799,33499,2026-08-03
1462,4.24,164157,3336,510,381303,33641,2026-08-03
1463,7.19,435259,8628,5346,724757,1988,2026-08-03
1464,6.02,289498,9705,11230,337063,7371,2026-08-03
1465,5.84,16811,3934,10239,310085,7877,2026-08-03
1466,7.5,282906,3013,10518,398380,16595,2026-08-03
1467,6.3,310076,6682,9776,385841,1226,2026-08-03
1468,7.79,598058,9995,6173,835694,29426,2026-08-03
1469,9.0,323816,6962,4192,346851,32858,2026-08-03
1470,8.25,285688,9339,7402,554085,32673,2026-08-03
1471,5.33,133850,7596,9902,255866,34674,2026-08-03
1472,5.64,183140,8593,6340,254860,12102,2026-08-03
1473,6.28,476244,5649,6177,775666,38676,2026-08-03
1474,5.08,473344,4934,1990,572538,16201,2026-08-03
1475,6.64,100791,1387,2536,273427,8271,2026-08-03
1476,6.33,489566,3717,554,699702,18638,2026-08-03
1477,8.33,570468,5362,11000,817923,25159,2026-08-03
1478,5.55,159182,3804,508,189338,37380,2026-08-03
1479,5.61,572182,1396,7764,590984,23897,2026-08-03
1480,7.43,304985,4221,1975,309512,10716,2026-08-03
1481,6.71,331586,8032,8125,544767,12884,2026-08-03
1482,6.85,47673,3249,8449,125540,31747,2026-08-03
1483,6.11,326092,8084,7066,471303,1692,2026-08-03
1484,6.36,337462,559,11274,378421,36537,2026-08-03
1485,5.64,369258,1203,9148,571336,23210,2026-08-03
1486,7.75,284924,769,10595,491654,32246,2026-08-03
1487,6.06,258271,8841,4527,265877,1214,2026-08-03
1488,7.08,168606,9088,6543,190528,18274,2026-08-03
1489,7.84,354862,9836,3386,403332,13361,2026-08-03
1490,7.73,22168,698,8284,286956,39667,2026-08-03
1491,6.72,97657,1506,3272,382218,9529,2026-08-03
1492,5.47,360067,1955,1826,446530,38938,2026-08-03
1493,6.33,19468,115,7800,184852,31297,2026-08-03
1494,6.08,144770,6397,1204,248890,37515,2026-08-03
