mal_id,title,title_english,type,source,episodes,status,score,scored_by,rank,popularity,members,favorites,synopsis,genres,studios,anime_key,valid_from,valid_to,is_current
1059,Saga of Aether,Saga of Aether,Movie,Novel,1,Not yet aired,6.21,19341,3329,5920,42444,25607,An epic drama adventure featuring Saga of Aether.,"[{""mal_id"": 1, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",1051,2026-01-01,,1
1060,Zero Eclipse,Zero Eclipse,Movie,Novel,24,Currently Airing,5.87,223693,5580,5830,277093,3421,An epic thriller adventure featuring Zero Eclipse.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",1052,2026-01-01,,1
1061,Saga of Genesis,Saga of Genesis,Special,Novel,25,Currently Airing,7.07,150022,661,1898,261572,15876,An epic shounen adventure featuring Saga of Genesis.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Drama""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}, {""mal_id"": 2, ""name"": ""Trigger""}]",1053,2026-01-01,,1
1062,Infinite Valhalla,Infinite Valhalla,ONA,Manga,24,Finished Airing,8.38,554785,6133,10069,627347,8145,An epic harem adventure featuring Infinite Valhalla.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Sports""}, {""mal_id"": 4, ""name"": ""Slice of Life""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",1054,2026-01-01,,1
1063,Legend of Horizon,Legend of Horizon,Special,Game,12,Currently Airing,4.96,386630,4682,9406,683570,11923,An epic music adventure featuring Legend of Horizon.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",1055,2026-01-01,,1
1064,Chronicles of Apex,Chronicles of Apex,OVA,Novel,100,Finished Airing,4.44,441675,8556,4843,639738,9524,An epic shounen adventure featuring Chronicles of Apex.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Martial Arts""}, {""mal_id"": 3, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",1056,2026-01-01,,1
1065,Eternal Frontier,Eternal Frontier,OVA,Web manga,24,Finished Airing,5.64,22806,3120,1776,286179,12131,An epic fantasy adventure featuring Eternal Frontier.,"[{""mal_id"": 1, ""name"": ""Fantasy""}, {""mal_id"": 2, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",1057,2026-01-01,,1
1066,Echoes of Vanguard,Echoes of Vanguard,ONA,Light novel,50,Not yet aired,7.16,24576,1929,7491,318080,27384,An epic harem adventure featuring Echoes of Vanguard.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""Trigger""}]",1058,2026-01-01,,1
1067,Chronicles of Apex,Chronicles of Apex,Special,Light novel,26,Not yet aired,6.71,239691,9870,5928,513317,15998,An epic ecchi adventure featuring Chronicles of Apex.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""David Production""}]",1059,2026-01-01,,1
1068,Rise of Valhalla,Rise of Valhalla,OVA,Manga,13,Currently Airing,7.25,594274,9675,5878,822892,35694,An epic historical adventure featuring Rise of Valhalla.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Parody""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}, {""mal_id"": 2, ""name"": ""Lerche""}]",1060,2026-01-01,,1
1069,Rise of Chronos,Rise of Chronos,TV,Novel,24,Finished Airing,7.21,361962,9205,7896,576307,27925,An epic comedy adventure featuring Rise of Chronos.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Martial Arts""}, {""mal_id"": 3, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""CloverWorks""}]",1061,2026-01-01,,1
1070,Tales of Starlight,Tales of Starlight,OVA,Visual novel,13,Finished Airing,8.62,264668,9628,5092,366352,33369,An epic martial arts adventure featuring Tales of Starlight.,"[{""mal_id"": 1, ""name"": ""Martial Arts""}, {""mal_id"": 2, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",1062,2026-01-01,,1
1071,Kingdom of Aether,Kingdom of Aether,TV,Game,50,Not yet aired,6.58,235102,6401,6379,236614,4112,An epic historical adventure featuring Kingdom of Aether.,"[{""mal_id"": 1, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",1063,2026-01-01,,1
1072,Legend of Horizon,Legend of Horizon,TV,Visual novel,1,Not yet aired,5.32,27223,4576,1313,53344,19214,An epic isekai adventure featuring Legend of Horizon.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}]",1064,2026-01-01,,1
1073,Reborn in Titan,Reborn in Titan,Special,Visual novel,50,Not yet aired,9.3,547655,2354,825,651362,24150,An epic music adventure featuring Reborn in Titan.,"[{""mal_id"": 1, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""White Fox""}]",1065,2026-01-01,,1
1074,Echoes of Abyss,Echoes of Abyss,ONA,Novel,50,Not yet aired,6.67,471336,2131,9770,545595,9001,An epic action adventure featuring Echoes of Abyss.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Parody""}, {""mal_id"": 3, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",1066,2026-01-01,,1
1075,Eternal Valhalla,Eternal Valhalla,TV,Light novel,12,Currently Airing,7.44,497671,373,6510,700245,34349,An epic ecchi adventure featuring Eternal Valhalla.,"[{""mal_id"": 1, ""name"": ""Ecchi""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""White Fox""}]",1067,2026-01-01,,1
1076,Kingdom of Eclipse,Kingdom of Eclipse,Movie,Light novel,26,Currently Airing,9.32,329962,1782,7655,518593,35706,An epic mystery adventure featuring Kingdom of Eclipse.,"[{""mal_id"": 1, ""name"": ""Mystery""}, {""mal_id"": 2, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",1068,2026-01-01,,1
1077,Reborn in Apex,Reborn in Apex,Special,Light novel,1,Currently Airing,5.75,107094,1846,3586,149300,27659,An epic mystery adventure featuring Reborn in Apex.,"[{""mal_id"": 1, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",1069,2026-01-01,,1
1078,Echoes of Titan,Echoes of Titan,OVA,Original,1,Not yet aired,7.24,572171,2764,9484,728742,21179,An epic music adventure featuring Echoes of Titan.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Studio Pierrot""}]",1070,2026-01-01,,1
1079,Legend of Starlight,Legend of Starlight,TV,Light novel,100,Finished Airing,7.92,289269,4099,1665,439565,26116,An epic slice of life adventure featuring Legend of Starlight.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Isekai""}, {""mal_id"": 3, ""name"": ""Adventure""}, {""mal_id"": 4, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",1071,2026-01-01,,1
1080,Beyond Horizon,Beyond Horizon,TV,Visual novel,13,Finished Airing,7.14,15194,3169,4278,100854,34051,An epic parody adventure featuring Beyond Horizon.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""Kinema Citrus""}]",1072,2026-01-01,,1
1081,Saga of Genesis,Saga of Genesis,Movie,Manga,13,Not yet aired,7.42,243380,5218,6692,527159,1920,An epic ecchi adventure featuring Saga of Genesis.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Historical""}, {""mal_id"": 3, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Bones""}, {""mal_id"": 2, ""name"": ""TMS Entertainment""}]",1073,2026-01-01,,1
1082,Cyber Phantom,Cyber Phantom,ONA,Novel,100,Finished Airing,7.3,502056,6637,8492,535084,9613,An epic ecchi adventure featuring Cyber Phantom.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Lerche""}]",1074,2026-01-01,,1
1083,Chronicles of Specter,Chronicles of Specter,Movie,Game,26,Currently Airing,6.56,179743,2609,1413,275350,25789,An epic thriller adventure featuring Chronicles of Specter.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",1075,2026-01-01,,1
1084,Eternal Valhalla,Eternal Valhalla,Movie,Manga,13,Currently Airing,6.67,76901,9304,6520,352018,29941,An epic seinen adventure featuring Eternal Valhalla.,"[{""mal_id"": 1, ""name"": ""Seinen""}, {""mal_id"": 2, ""name"": ""Music""}, {""mal_id"": 3, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",1076,2026-01-01,,1
1085,Legend of Abyss,Legend of Abyss,TV,Novel,26,Finished Airing,8.22,166528,9916,11335,234046,15070,An epic mecha adventure featuring Legend of Abyss.,"[{""mal_id"": 1, ""name"": ""Mecha""}, {""mal_id"": 2, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""Sunrise""}]",1077,2026-01-01,,1
1086,Saga of Abyss,Saga of Abyss,OVA,Visual novel,100,Finished Airing,5.25,88595,7232,1502,238265,23402,An epic josei adventure featuring Saga of Abyss.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Slice of Life""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",1078,2026-01-01,,1
1087,Shadow of Phantom,Shadow of Phantom,ONA,Novel,12,Not yet aired,6.68,474463,1041,11787,619589,30248,An epic music adventure featuring Shadow of Phantom.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Thriller""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",1079,2026-01-01,,1
1088,Beyond Paradox,Beyond Paradox,Special,Web manga,24,Currently Airing,6.68,136277,626,10540,305110,34884,An epic seinen adventure featuring Beyond Paradox.,"[{""mal_id"": 1, ""name"": ""Seinen""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Military""}, {""mal_id"": 4, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}, {""mal_id"": 2, ""name"": ""Shaft""}]",1080,2026-01-01,,1
1089,Cyber Valhalla,Cyber Valhalla,TV,Game,26,Currently Airing,6.18,54891,6242,11923,197096,21759,An epic josei adventure featuring Cyber Valhalla.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Horror""}, {""mal_id"": 3, ""name"": ""Cyberpunk""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}]",1081,2026-01-01,,1
1090,Overlord Aether,Overlord Aether,OVA,Original,13,Not yet aired,6.55,359775,6442,7548,557136,38911,An epic cyberpunk adventure featuring Overlord Aether.,"[{""mal_id"": 1, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",1082,2026-01-01,,1
1091,Zero Destiny,Zero Destiny,Special,Game,25,Currently Airing,8.15,259104,3641,3188,329885,35804,An epic supernatural adventure featuring Zero Destiny.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""White Fox""}]",1083,2026-01-01,,1
1092,Tales of Titan,Tales of Titan,OVA,Visual novel,13,Not yet aired,6.93,507279,2816,6614,601549,38618,An epic horror adventure featuring Tales of Titan.,"[{""mal_id"": 1, ""name"": ""Horror""}, {""mal_id"": 2, ""name"": ""Sci-Fi""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""Trigger""}]",1084,2026-01-01,,1
1093,Echoes of Phantom,Echoes of Phantom,Special,Game,50,Currently Airing,5.04,529486,5994,421,586170,32098,An epic isekai adventure featuring Echoes of Phantom.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}, {""mal_id"": 2, ""name"": ""Bones""}]",1085,2026-01-01,,1
1094,Kingdom of Frontier,Kingdom of Frontier,Special,Manga,12,Finished Airing,7.16,204091,7885,9815,365847,31745,An epic action adventure featuring Kingdom of Frontier.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""MAPPA""}]",1086,2026-01-01,,1
1095,Shadow of Aether,Shadow of Aether,TV,Novel,26,Finished Airing,6.1,282707,6464,5040,303467,5790,An epic isekai adventure featuring Shadow of Aether.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""Bones""}]",1087,2026-01-01,,1
1096,Cyber Vanguard,Cyber Vanguard,ONA,Game,12,Finished Airing,6.66,225385,6984,7330,446315,20805,An epic drama adventure featuring Cyber Vanguard.,"[{""mal_id"": 1, ""name"": ""Drama""}, {""mal_id"": 2, ""name"": ""Sports""}, {""mal_id"": 3, ""name"": ""Historical""}, {""mal_id"": 4, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}]",1088,2026-01-01,,1
1097,Legend of Valhalla,Legend of Valhalla,OVA,Light novel,100,Currently Airing,5.76,91869,8671,2000,111319,38789,An epic military adventure featuring Legend of Valhalla.,"[{""mal_id"": 1, ""name"": ""Military""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",1089,2026-01-01,,1
1098,Beyond Aether,Beyond Aether,Special,Novel,26,Currently Airing,6.28,539736,2668,2243,816922,21695,An epic harem adventure featuring Beyond Aether.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""A-1 Pictures""}]",1090,2026-01-01,,1
1099,Saga of Chronos,Saga of Chronos,OVA,Novel,13,Finished Airing,7.42,464181,8073,11569,611739,22153,An epic sports adventure featuring Saga of Chronos.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""Trigger""}]",1091,2026-01-01,,1
1100,Cyber Abyss,Cyber Abyss,OVA,Web manga,12,Finished Airing,7.29,526917,7015,5445,595496,1674,An epic ecchi adventure featuring Cyber Abyss.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Shounen""}, {""mal_id"": 3, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",1092,2026-01-01,,1
1101,Rise of Valhalla,Rise of Valhalla,Special,Game,24,Finished Airing,6.04,391098,3874,2149,512460,7594,An epic adventure adventure featuring Rise of Valhalla.,"[{""mal_id"": 1, ""name"": ""Adventure""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",1093,2026-01-01,,1
1102,Cyber Titan,Cyber Titan,Special,Game,13,Not yet aired,6.65,214505,1645,4652,438685,19884,An epic mystery adventure featuring Cyber Titan.,"[{""mal_id"": 1, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}]",1094,2026-01-01,,1
1103,Infinite Frontier,Infinite Frontier,ONA,Game,100,Not yet aired,7.04,233373,4796,10538,456184,27094,An epic shounen adventure featuring Infinite Frontier.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Space""}, {""mal_id"": 4, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",1095,2026-01-01,,1
1104,Rise of Valhalla,Rise of Valhalla,Movie,Novel,13,Not yet aired,6.17,73473,8903,1735,350158,8773,An epic supernatural adventure featuring Rise of Valhalla.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Military""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}]",1096,2026-01-01,,1
1105,Fate of Eclipse,Fate of Eclipse,Special,Manga,1,Currently Airing,9.41,7928,133,1473,168767,34061,An epic mystery adventure featuring Fate of Eclipse.,"[{""mal_id"": 1, ""name"": ""Mystery""}, {""mal_id"": 2, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",1097,2026-01-01,,1
1106,Echoes of Chronos,Echoes of Chronos,TV,Game,100,Finished Airing,4.96,424151,2961,5736,697089,31472,An epic psychological adventure featuring Echoes of Chronos.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Horror""}, {""mal_id"": 3, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}, {""mal_id"": 2, ""name"": ""Sunrise""}]",1098,2026-01-01,,1
1107,Overlord Titan,Overlord Titan,Special,Manga,26,Finished Airing,6.42,397815,1479,8372,479951,29735,An epic ecchi adventure featuring Overlord Titan.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Supernatural""}, {""mal_id"": 3, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Shaft""}, {""mal_id"": 2, ""name"": ""Production I.G""}]",1099,2026-01-01,,1
1108,Zero Phantom,Zero Phantom,Movie,Manga,100,Not yet aired,7.99,127304,3524,3250,374075,29035,An epic thriller adventure featuring Zero Phantom.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Trigger""}]",1100,2026-01-01,,1
1109,Fate of Genesis,Fate of Genesis,Special,Light novel,50,Finished Airing,5.52,163230,1652,6998,461435,21437,An epic sports adventure featuring Fate of Genesis.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",1101,2026-01-01,,1
1110,Reborn in Vanguard,Reborn in Vanguard,Movie,Original,25,Currently Airing,6.32,256899,6847,2002,541100,32063,An epic seinen adventure featuring Reborn in Vanguard.,"[{""mal_id"": 1, ""name"": ""Seinen""}, {""mal_id"": 2, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",1102,2026-01-01,,1
1111,Overlord Paradox,Overlord Paradox,OVA,Novel,25,Not yet aired,7.73,21010,8162,10015,196400,7643,An epic horror adventure featuring Overlord Paradox.,"[{""mal_id"": 1, ""name"": ""Horror""}, {""mal_id"": 2, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}, {""mal_id"": 2, ""name"": ""Bones""}]",1103,2026-01-01,,1
1112,Shadow of Apex,Shadow of Apex,ONA,Game,12,Finished Airing,7.58,491769,8034,11599,769068,21432,An epic action adventure featuring Shadow of Apex.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Horror""}, {""mal_id"": 3, ""name"": ""Shounen""}, {""mal_id"": 4, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",1104,2026-01-01,,1
1113,Rise of Phantom,Rise of Phantom,TV,Web manga,24,Finished Airing,7.08,382503,617,729,591714,17397,An epic fantasy adventure featuring Rise of Phantom.,"[{""mal_id"": 1, ""name"": ""Fantasy""}, {""mal_id"": 2, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}]",1105,2026-01-01,,1
1114,Beyond Apex,Beyond Apex,TV,Novel,1,Finished Airing,6.29,561477,285,4557,769227,19808,An epic supernatural adventure featuring Beyond Apex.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Cyberpunk""}, {""mal_id"": 3, ""name"": ""Mystery""}, {""mal_id"": 4, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""Kinema Citrus""}]",1106,2026-01-01,,1
1115,Echoes of Frontier,Echoes of Frontier,Movie,Light novel,12,Finished Airing,7.43,70134,2445,10534,253002,37836,An epic historical adventure featuring Echoes of Frontier.,"[{""mal_id"": 1, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}, {""mal_id"": 2, ""name"": ""Studio Ghibli""}]",1107,2026-01-01,,1
1116,Shadow of Specter,Shadow of Specter,TV,Web manga,24,Finished Airing,6.42,536721,9447,6809,638830,30818,An epic comedy adventure featuring Shadow of Specter.,"[{""mal_id"": 1, ""name"": ""Comedy""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}, {""mal_id"": 2, ""name"": ""Shaft""}]",1108,2026-01-01,,1
1117,Reborn in Destiny,Reborn in Destiny,TV,Light novel,13,Finished Airing,8.98,158763,7543,6720,239343,30586,An epic comedy adventure featuring Reborn in Destiny.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Drama""}, {""mal_id"": 4, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""White Fox""}]",1109,2026-01-01,,1
1118,Rise of Aether,Rise of Aether,TV,Manga,1,Currently Airing,7.65,136293,2229,11846,232035,22484,An epic shojo adventure featuring Rise of Aether.,"[{""mal_id"": 1, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}]",1110,2026-01-01,,1
1119,Overlord Phantom,Overlord Phantom,ONA,Visual novel,26,Finished Airing,7.53,308374,8785,220,410270,11730,An epic vampire adventure featuring Overlord Phantom.,"[{""mal_id"": 1, ""name"": ""Vampire""}, {""mal_id"": 2, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}]",1111,2026-01-01,,1
1120,Overlord Vanguard,Overlord Vanguard,Special,Light novel,26,Finished Airing,7.0,586010,9445,10895,793990,21416,An epic fantasy adventure featuring Overlord Vanguard.,"[{""mal_id"": 1, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""Studio Pierrot""}]",1112,2026-01-01,,1
1121,Rise of Starlight,Rise of Starlight,ONA,Novel,12,Not yet aired,6.93,385041,21,3517,569528,37291,An epic thriller adventure featuring Rise of Starlight.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",1113,2026-01-01,,1
1122,Eternal Starlight,Eternal Starlight,Special,Original,26,Currently Airing,7.45,444951,5029,2136,634178,13904,An epic historical adventure featuring Eternal Starlight.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Harem""}, {""mal_id"": 4, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}]",1114,2026-01-01,,1
1123,Chronicles of Abyss,Chronicles of Abyss,TV,Visual novel,12,Currently Airing,7.4,148187,2654,7854,401816,15136,An epic parody adventure featuring Chronicles of Abyss.,"[{""mal_id"": 1, ""name"": ""Parody""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",1115,2026-01-01,,1
1124,Beyond Abyss,Beyond Abyss,Special,Manga,50,Finished Airing,6.25,452668,2130,2073,677118,18451,An epic horror adventure featuring Beyond Abyss.,"[{""mal_id"": 1, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}]",1116,2026-01-01,,1
1125,Tales of Titan,Tales of Titan,Movie,Manga,12,Finished Airing,4.02,299822,5951,6645,317800,32541,An epic sci-fi adventure featuring Tales of Titan.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}, {""mal_id"": 2, ""name"": ""Military""}, {""mal_id"": 3, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",1117,2026-01-01,,1
1126,Overlord Specter,Overlord Specter,OVA,Visual novel,13,Finished Airing,5.25,365438,4117,7858,561457,6984,An epic parody adventure featuring Overlord Specter.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Martial Arts""}, {""mal_id"": 3, ""name"": ""Slice of Life""}, {""mal_id"": 4, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}]",1118,2026-01-01,,1
1127,Rise of Abyss,Rise of Abyss,TV,Light novel,1,Not yet aired,7.38,539659,6760,9075,604956,15073,An epic mecha adventure featuring Rise of Abyss.,"[{""mal_id"": 1, ""name"": ""Mecha""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Drama""}, {""mal_id"": 4, ""name"": ""Adventure""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}]",1119,2026-01-01,,1
1128,Tales of Apex,Tales of Apex,OVA,Visual novel,12,Finished Airing,5.43,542458,9712,500,594538,7099,An epic sci-fi adventure featuring Tales of Apex.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}, {""mal_id"": 2, ""name"": ""Harem""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",1120,2026-01-01,,1
