mal_id,title,title_english,type,source,episodes,status,score,scored_by,rank,popularity,members,favorites,synopsis,genres,studios,bayesian_weighted_score
1012,Infinite Starlight,Infinite Starlight,ONA,Original,25,Currently Airing,9.5,381956,373,429,422336,18697,An epic historical adventure featuring Infinite Starlight.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Thriller""}, {""mal_id"": 3, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}, {""mal_id"": 2, ""name"": ""TMS Entertainment""}]",9.188720610432545
1013,Cyber Genesis,Cyber Genesis,TV,Manga,25,Currently Airing,6.45,105486,5216,2028,296557,11978,An epic military adventure featuring Cyber Genesis.,"[{""mal_id"": 1, ""name"": ""Military""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",6.566029739011873
1014,Fate of Eclipse,Fate of Eclipse,Special,Game,25,Finished Airing,7.32,573090,6614,668,729911,20450,An epic adventure adventure featuring Fate of Eclipse.,"[{""mal_id"": 1, ""name"": ""Adventure""}, {""mal_id"": 2, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""Toei Animation""}]",7.279140734083359
1015,Saga of Eclipse,Saga of Eclipse,TV,Visual novel,1,Currently Airing,5.51,99396,5917,6652,102498,35528,An epic sci-fi adventure featuring Saga of Eclipse.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}, {""mal_id"": 2, ""name"": ""Ecchi""}, {""mal_id"": 3, ""name"": ""Adventure""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",5.945359715119547
1016,Tales of Abyss,Tales of Abyss,TV,Visual novel,24,Not yet aired,6.45,597155,2076,2775,652614,33412,An epic shounen adventure featuring Tales of Abyss.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",6.477877401858906
1017,Echoes of Chronos,Echoes of Chronos,Special,Light novel,1,Currently Airing,7.41,197160,3458,10048,456451,25466,An epic cyberpunk adventure featuring Echoes of Chronos.,"[{""mal_id"": 1, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""David Production""}]",7.288787020553488
1018,Fate of Vanguard,Fate of Vanguard,OVA,Game,100,Finished Airing,6.62,131203,1878,6645,352521,38724,An epic fantasy adventure featuring Fate of Vanguard.,"[{""mal_id"": 1, ""name"": ""Fantasy""}, {""mal_id"": 2, ""name"": ""Thriller""}, {""mal_id"": 3, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""MAPPA""}]",6.672653653637081
1019,Fate of Abyss,Fate of Abyss,TV,Light novel,24,Not yet aired,8.31,261364,763,11981,331805,4741,An epic shounen adventure featuring Fate of Abyss.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",8.06925604758418
1020,Zero Starlight,Zero Starlight,TV,Original,24,Currently Airing,6.93,14928,2366,2409,232645,8086,An epic sci-fi adventure featuring Zero Starlight.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}, {""mal_id"": 2, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",6.838221414489898
1021,Eternal Titan,Eternal Titan,ONA,Original,24,Not yet aired,7.32,153503,3978,8027,262916,32051,An epic thriller adventure featuring Eternal Titan.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Cyberpunk""}, {""mal_id"": 3, ""name"": ""Isekai""}, {""mal_id"": 4, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""Kyoto Animation""}]",7.194896193176514
1022,Kingdom of Chronos,Kingdom of Chronos,Special,Original,24,Currently Airing,6.42,62987,1810,4706,304502,9230,An epic sci-fi adventure featuring Kingdom of Chronos.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",6.592949100338977
1023,Infinite Abyss,Infinite Abyss,Special,Visual novel,26,Currently Airing,6.89,555817,3676,7363,591050,13177,An epic mecha adventure featuring Infinite Abyss.,"[{""mal_id"": 1, ""name"": ""Mecha""}, {""mal_id"": 2, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",6.883465023266101
1024,Kingdom of Paradox,Kingdom of Paradox,Special,Web manga,13,Finished Airing,7.11,403763,4386,11817,519515,24312,An epic sci-fi adventure featuring Kingdom of Paradox.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}, {""mal_id"": 2, ""name"": ""Horror""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}, {""mal_id"": 2, ""name"": ""Sunrise""}]",7.077033451383212
1025,Kingdom of Horizon,Kingdom of Horizon,Special,Manga,24,Currently Airing,5.25,21785,4131,4003,55798,36445,An epic military adventure featuring Kingdom of Horizon.,"[{""mal_id"": 1, ""name"": ""Military""}, {""mal_id"": 2, ""name"": ""Cyberpunk""}, {""mal_id"": 3, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""CloverWorks""}]",6.33714912586195
1026,Shadow of Paradox,Shadow of Paradox,OVA,Manga,100,Finished Airing,7.02,440614,3070,1778,739383,20086,An epic fantasy adventure featuring Shadow of Paradox.,"[{""mal_id"": 1, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}]",6.998681815031776
1027,Saga of Abyss,Saga of Abyss,OVA,Manga,50,Currently Airing,4.93,593171,3216,4013,889880,21290,An epic shounen adventure featuring Saga of Abyss.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",5.076214614775853
1028,Legend of Titan,Legend of Titan,Special,Light novel,24,Currently Airing,5.52,80473,719,3359,135575,30620,An epic psychological adventure featuring Legend of Titan.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Harem""}, {""mal_id"": 3, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Shaft""}, {""mal_id"": 2, ""name"": ""Bones""}]",6.0146693952005394
1029,Saga of Eclipse,Saga of Eclipse,Movie,Original,12,Finished Airing,7.4,231954,4202,192,345431,38512,An epic cyberpunk adventure featuring Saga of Eclipse.,"[{""mal_id"": 1, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}, {""mal_id"": 2, ""name"": ""Production I.G""}]",7.295518417897955
1030,Saga of Horizon,Saga of Horizon,OVA,Novel,24,Finished Airing,6.36,125048,7799,11289,175074,18168,An epic josei adventure featuring Saga of Horizon.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Shounen""}, {""mal_id"": 3, ""name"": ""Parody""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}, {""mal_id"": 2, ""name"": ""Toei Animation""}]",6.488770394406107
1031,Shadow of Valhalla,Shadow of Valhalla,Special,Original,1,Currently Airing,7.48,528668,5718,5848,649902,29655,An epic historical adventure featuring Shadow of Valhalla.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Martial Arts""}, {""mal_id"": 4, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}, {""mal_id"": 2, ""name"": ""Toei Animation""}]",7.422179280692903
1032,Shadow of Valhalla,Shadow of Valhalla,TV,Game,13,Finished Airing,6.69,165078,3426,3239,288876,8701,An epic josei adventure featuring Shadow of Valhalla.,"[{""mal_id"": 1, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",6.718087484540494
1033,Infinite Apex,Infinite Apex,TV,Game,24,Currently Airing,7.47,141549,4909,11252,159059,28309,An epic cyberpunk adventure featuring Infinite Apex.,"[{""mal_id"": 1, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""Bones""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",7.29793436666336
1034,Rise of Eclipse,Rise of Eclipse,TV,Novel,13,Finished Airing,5.84,441275,1200,2519,499173,27210,An epic psychological adventure featuring Rise of Eclipse.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",5.9388061676250565
1035,Tales of Chronos,Tales of Chronos,Special,Web manga,26,Currently Airing,7.76,546034,2579,9737,838012,34930,An epic space adventure featuring Tales of Chronos.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""A-1 Pictures""}]",7.680375347715063
1036,Fate of Apex,Fate of Apex,ONA,Original,50,Not yet aired,6.75,21500,7617,1492,125401,38112,An epic horror adventure featuring Fate of Apex.,"[{""mal_id"": 1, ""name"": ""Horror""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Historical""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""A-1 Pictures""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",6.79253146853147
1037,Tales of Starlight,Tales of Starlight,Special,Game,13,Finished Airing,7.56,503105,8487,2946,710992,35335,An epic romance adventure featuring Tales of Starlight.,"[{""mal_id"": 1, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Trigger""}]",7.492275065313096
1038,Echoes of Starlight,Echoes of Starlight,TV,Original,25,Currently Airing,6.35,551081,8994,2232,833920,11695,An epic vampire adventure featuring Echoes of Starlight.,"[{""mal_id"": 1, ""name"": ""Vampire""}, {""mal_id"": 2, ""name"": ""Adventure""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",6.3883326040916275
1039,Legend of Chronos,Legend of Chronos,Movie,Web manga,100,Finished Airing,6.69,94224,6917,11812,366781,35840,An epic military adventure featuring Legend of Chronos.,"[{""mal_id"": 1, ""name"": ""Military""}, {""mal_id"": 2, ""name"": ""Historical""}, {""mal_id"": 3, ""name"": ""Mystery""}, {""mal_id"": 4, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",6.73188623252718
1040,Reborn in Titan,Reborn in Titan,TV,Original,13,Not yet aired,6.99,25883,9599,1329,42793,5425,An epic horror adventure featuring Reborn in Titan.,"[{""mal_id"": 1, ""name"": ""Horror""}, {""mal_id"": 2, ""name"": ""Cyberpunk""}, {""mal_id"": 3, ""name"": ""Sci-Fi""}, {""mal_id"": 4, ""name"": ""Military""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}, {""mal_id"": 2, ""name"": ""Madhouse""}]",6.8719366656563405
1041,Fate of Paradox,Fate of Paradox,OVA,Original,50,Not yet aired,4.89,27596,1887,8258,107121,19006,An epic music adventure featuring Fate of Paradox.,"[{""mal_id"": 1, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""White Fox""}]",6.12770555183257
1042,Infinite Abyss,Infinite Abyss,Special,Novel,12,Finished Airing,6.13,301634,2880,4735,560132,32870,An epic comedy adventure featuring Infinite Abyss.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}]",6.226808044728325
1043,Legend of Titan,Legend of Titan,OVA,Light novel,50,Currently Airing,5.61,51726,5595,1454,54191,23699,An epic psychological adventure featuring Legend of Titan.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Adventure""}, {""mal_id"": 3, ""name"": ""Isekai""}, {""mal_id"": 4, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}, {""mal_id"": 2, ""name"": ""Madhouse""}]",6.20022275524448
1044,Kingdom of Starlight,Kingdom of Starlight,OVA,Original,13,Not yet aired,4.0,388018,6150,11954,414707,2754,An epic thriller adventure featuring Kingdom of Starlight.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Shounen""}, {""mal_id"": 3, ""name"": ""Drama""}, {""mal_id"": 4, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}, {""mal_id"": 2, ""name"": ""A-1 Pictures""}]",4.320856677122858
1045,Legend of Paradox,Legend of Paradox,ONA,Web manga,26,Finished Airing,6.55,430608,8616,3028,724298,8252,An epic mecha adventure featuring Legend of Paradox.,"[{""mal_id"": 1, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",6.577134379785605
1046,Reborn in Aether,Reborn in Aether,TV,Original,25,Not yet aired,6.78,583291,2908,8970,861791,31050,An epic martial arts adventure featuring Reborn in Aether.,"[{""mal_id"": 1, ""name"": ""Martial Arts""}, {""mal_id"": 2, ""name"": ""Adventure""}, {""mal_id"": 3, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}]",6.782433320543006
1047,Beyond Phantom,Beyond Phantom,OVA,Light novel,13,Not yet aired,8.15,67782,1074,2319,278344,26229,An epic thriller adventure featuring Beyond Phantom.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",7.581500568847533
1048,Infinite Genesis,Infinite Genesis,Special,Visual novel,24,Finished Airing,8.14,137350,5073,4127,331422,5394,An epic mecha adventure featuring Infinite Genesis.,"[{""mal_id"": 1, ""name"": ""Mecha""}, {""mal_id"": 2, ""name"": ""Slice of Life""}, {""mal_id"": 3, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",7.7852682145716585
1049,Overlord Aether,Overlord Aether,ONA,Novel,24,Not yet aired,5.53,44874,6047,5570,143700,35626,An epic slice of life adventure featuring Overlord Aether.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Josei""}, {""mal_id"": 3, ""name"": ""Thriller""}, {""mal_id"": 4, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}, {""mal_id"": 2, ""name"": ""MAPPA""}]",6.205011067310329
1050,Shadow of Vanguard,Shadow of Vanguard,OVA,Web manga,1,Finished Airing,7.72,431665,1786,6036,579354,15833,An epic military adventure featuring Shadow of Vanguard.,"[{""mal_id"": 1, ""name"": ""Military""}, {""mal_id"": 2, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",7.625621126716701
1051,Shadow of Abyss,Shadow of Abyss,OVA,Game,1,Currently Airing,7.34,356941,3913,3353,377623,14174,An epic ecchi adventure featuring Shadow of Abyss.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",7.274980746594715
1052,Fate of Specter,Fate of Specter,TV,Manga,12,Not yet aired,7.22,233156,9829,7451,308298,34495,An epic historical adventure featuring Fate of Specter.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",7.14774654254192
1053,Overlord Horizon,Overlord Horizon,ONA,Light novel,13,Currently Airing,6.42,96359,5293,3699,201162,2579,An epic shojo adventure featuring Overlord Horizon.,"[{""mal_id"": 1, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",6.553514167218962
1054,Saga of Aether,Saga of Aether,Special,Manga,1,Finished Airing,9.11,427477,3420,436,718172,1936,An epic comedy adventure featuring Saga of Aether.,"[{""mal_id"": 1, ""name"": ""Comedy""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}, {""mal_id"": 2, ""name"": ""CloverWorks""}]",8.869236570557325
1055,Tales of Titan,Tales of Titan,ONA,Game,100,Currently Airing,8.38,396118,4648,9767,572152,7854,An epic drama adventure featuring Tales of Titan.,"[{""mal_id"": 1, ""name"": ""Drama""}, {""mal_id"": 2, ""name"": ""Seinen""}, {""mal_id"": 3, ""name"": ""Fantasy""}, {""mal_id"": 4, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",8.204129490403885
1056,Saga of Valhalla,Saga of Valhalla,Special,Original,12,Not yet aired,8.13,129656,4789,3701,406411,15171,An epic thriller adventure featuring Saga of Valhalla.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}, {""mal_id"": 2, ""name"": ""Madhouse""}]",7.762859464754865
1057,Zero Paradox,Zero Paradox,Movie,Light novel,13,Finished Airing,7.49,204663,3935,7394,295106,18033,An epic historical adventure featuring Zero Paradox.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",7.35665122141811
1058,Cyber Titan,Cyber Titan,TV,Novel,26,Finished Airing,4.25,45435,8068,6480,238762,28103,An epic comedy adventure featuring Cyber Titan.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Sci-Fi""}, {""mal_id"": 3, ""name"": ""Vampire""}, {""mal_id"": 4, ""name"": ""Adventure""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}, {""mal_id"": 2, ""name"": ""Kinema Citrus""}]",5.591656624927962
1059,Saga of Aether,Saga of Aether,Movie,Novel,1,Not yet aired,6.21,19341,3329,5920,42444,25607,An epic drama adventure featuring Saga of Aether.,"[{""mal_id"": 1, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",6.643235747970177
1060,Zero Eclipse,Zero Eclipse,Movie,Novel,24,Currently Airing,5.87,223693,5580,5830,277093,3421,An epic thriller adventure featuring Zero Eclipse.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",6.041875057089513
1061,Saga of Genesis,Saga of Genesis,Special,Novel,25,Currently Airing,7.07,150022,661,1898,261572,15876,An epic shounen adventure featuring Saga of Genesis.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Drama""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}, {""mal_id"": 2, ""name"": ""Trigger""}]",7.005212126666066
1062,Infinite Valhalla,Infinite Valhalla,ONA,Manga,24,Finished Airing,8.38,554785,6133,10069,627347,8145,An epic harem adventure featuring Infinite Valhalla.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Sports""}, {""mal_id"": 4, ""name"": ""Slice of Life""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",8.250269599940475
1063,Legend of Horizon,Legend of Horizon,Special,Game,12,Currently Airing,4.96,386630,4682,9406,683570,11923,An epic music adventure featuring Legend of Horizon.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",5.171943751001992
1064,Chronicles of Apex,Chronicles of Apex,OVA,Novel,100,Finished Airing,4.44,441675,8556,4843,639738,9524,An epic shounen adventure featuring Chronicles of Apex.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Martial Arts""}, {""mal_id"": 3, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",4.681096252605888
1065,Eternal Frontier,Eternal Frontier,OVA,Web manga,24,Finished Airing,5.64,22806,3120,1776,286179,12131,An epic fantasy adventure featuring Eternal Frontier.,"[{""mal_id"": 1, ""name"": ""Fantasy""}, {""mal_id"": 2, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",6.44406834601544
1066,Echoes of Vanguard,Echoes of Vanguard,ONA,Light novel,50,Not yet aired,7.16,24576,1929,7491,318080,27384,An epic harem adventure featuring Echoes of Vanguard.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""Trigger""}]",6.925889830508476
1067,Chronicles of Apex,Chronicles of Apex,Special,Light novel,26,Not yet aired,6.71,239691,9870,5928,513317,15998,An epic ecchi adventure featuring Chronicles of Apex.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""David Production""}]",6.727401300005869
1068,Rise of Valhalla,Rise of Valhalla,OVA,Manga,13,Currently Airing,7.25,594274,9675,5878,822892,35694,An epic historical adventure featuring Rise of Valhalla.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Parody""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}, {""mal_id"": 2, ""name"": ""Lerche""}]",7.215916675203408
1069,Rise of Chronos,Rise of Chronos,TV,Novel,24,Finished Airing,7.21,361962,9205,7896,576307,27925,An epic comedy adventure featuring Rise of Chronos.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Martial Arts""}, {""mal_id"": 3, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""CloverWorks""}]",7.161551356678529
1070,Tales of Starlight,Tales of Starlight,OVA,Visual novel,13,Finished Airing,8.62,264668,9628,5092,366352,33369,An epic martial arts adventure featuring Tales of Starlight.,"[{""mal_id"": 1, ""name"": ""Martial Arts""}, {""mal_id"": 2, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",8.332525582518716
1071,Kingdom of Aether,Kingdom of Aether,TV,Game,50,Not yet aired,6.58,235102,6401,6379,236614,4112,An epic historical adventure featuring Kingdom of Aether.,"[{""mal_id"": 1, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",6.620480249173981
1072,Legend of Horizon,Legend of Horizon,TV,Visual novel,1,Not yet aired,5.32,27223,4576,1313,53344,19214,An epic isekai adventure featuring Legend of Horizon.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}]",6.285269414552661
1073,Reborn in Titan,Reborn in Titan,Special,Visual novel,50,Not yet aired,9.3,547655,2354,825,651362,24150,An epic music adventure featuring Reborn in Titan.,"[{""mal_id"": 1, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""White Fox""}]",9.091754440270725
1074,Echoes of Abyss,Echoes of Abyss,ONA,Novel,50,Not yet aired,6.67,471336,2131,9770,545595,9001,An epic action adventure featuring Echoes of Abyss.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Parody""}, {""mal_id"": 3, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",6.683505685392913
1075,Eternal Valhalla,Eternal Valhalla,TV,Light novel,12,Currently Airing,7.44,497671,373,6510,700245,34349,An epic ecchi adventure featuring Eternal Valhalla.,"[{""mal_id"": 1, ""name"": ""Ecchi""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""White Fox""}]",7.382558579877336
1076,Kingdom of Eclipse,Kingdom of Eclipse,Movie,Light novel,26,Currently Airing,9.32,329962,1782,7655,518593,35706,An epic mystery adventure featuring Kingdom of Eclipse.,"[{""mal_id"": 1, ""name"": ""Mystery""}, {""mal_id"": 2, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",8.989811718013907
1077,Reborn in Apex,Reborn in Apex,Special,Light novel,1,Currently Airing,5.75,107094,1846,3586,149300,27659,An epic mystery adventure featuring Reborn in Apex.,"[{""mal_id"": 1, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",6.087638611277325
1078,Echoes of Titan,Echoes of Titan,OVA,Original,1,Not yet aired,7.24,572171,2764,9484,728742,21179,An epic music adventure featuring Echoes of Titan.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Studio Pierrot""}]",7.205509482119868
1079,Legend of Starlight,Legend of Starlight,TV,Light novel,100,Finished Airing,7.92,289269,4099,1665,439565,26116,An epic slice of life adventure featuring Legend of Starlight.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Isekai""}, {""mal_id"": 3, ""name"": ""Adventure""}, {""mal_id"": 4, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",7.756533841877685
1080,Beyond Horizon,Beyond Horizon,TV,Visual novel,13,Finished Airing,7.14,15194,3169,4278,100854,34051,An epic parody adventure featuring Beyond Horizon.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""Kinema Citrus""}]",6.887538117004633
1081,Saga of Genesis,Saga of Genesis,Movie,Manga,13,Not yet aired,7.42,243380,5218,6692,527159,1920,An epic ecchi adventure featuring Saga of Genesis.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Historical""}, {""mal_id"": 3, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Bones""}, {""mal_id"": 2, ""name"": ""TMS Entertainment""}]",7.316179016974572
1082,Cyber Phantom,Cyber Phantom,ONA,Novel,100,Finished Airing,7.3,502056,6637,8492,535084,9613,An epic ecchi adventure featuring Cyber Phantom.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Lerche""}]",7.255694712130653
1083,Chronicles of Specter,Chronicles of Specter,Movie,Game,26,Currently Airing,6.56,179743,2609,1413,275350,25789,An epic thriller adventure featuring Chronicles of Specter.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",6.614587082087375
